Skeleton_ID,Skeleton_Comment,Node_ID,X,Y,Z,Radius,Node_Comment,index,From_Soma?,Branch_node?,End_node?,Dendrite_Level,Euclidean_Distance_From_Soma,Sholl_Classification,Parent_ID
2,.,176,36658,3438,973,99.371,soma_002,0,.,yes,.,primary,0.0,Soma,.
2,,177,36794,3446,911,1.5,dend_001,1,yes,.,.,primary,149.67965793654128,Basal,176
2,,178,36817,3445,926,1.5,.,2,.,.,.,primary,165.9487872808958,Basal,177
2,,179,36833,3443,938,1.5,.,3,.,.,.,primary,178.53571071357126,Basal,178
2,,180,36856,3428,957,1.5,.,4,.,.,.,primary,198.89695824722912,Basal,179
2,,181,36866,3420,974,1.5,.,5,.,.,.,primary,208.77978829379055,Basal,180
2,,182,36869,3407,992,1.5,.,6,.,.,.,primary,214.10978492352936,Basal,181
2,,183,36879,3378,1009,1.5,.,7,.,.,yes,primary,231.81242417092315,Basal,182
2,,184,36780,3544,985,1.5,dend_002,8,yes,.,.,primary,162.06171663906315,Basal,176
2,,185,36798,3553,994,1.5,.,9,.,.,.,primary,182.3896926912264,Basal,184
2,,186,36855,3584,994,1.5,.,10,.,.,.,primary,246.1016050333683,Basal,185
2,,187,36938,3621,994,1.5,.,11,.,.,.,primary,335.1566797782792,Basal,186
2,,188,36945,3624,1001,1.5,.,12,.,.,.,primary,343.14574163174456,Basal,187
2,,189,36956,3625,1010,1.5,.,13,.,.,.,primary,353.75415191909764,Basal,188
2,,190,36983,3628,1021,1.5,.,14,.,.,.,primary,379.51152815164915,Basal,189
2,,191,37003,3633,1030,1.5,.,15,.,.,.,primary,400.373575551634,Basal,190
2,,192,37021,3631,1049,1.5,.,16,.,.,.,primary,418.08372367266344,Basal,191
2,,193,37045,3629,1074,1.5,.,17,.,.,.,primary,443.2279323327897,Basal,192
2,,194,37076,3640,1093,1.5,.,18,.,.,.,primary,479.50808126662474,Basal,193
2,,195,37090,3651,1111,1.5,.,19,.,.,.,primary,501.03592685555,Basal,194
2,,196,37116,3658,1136,1.5,.,20,.,.,.,primary,533.6037855937681,Basal,195
2,,197,37147,3678,1153,1.5,.,21,.,.,.,primary,573.6906832082948,Basal,196
2,,198,37156,3693,1172,1.5,.,22,.,.,.,primary,593.8265740096177,Basal,197
2,,199,37187,3719,1199,1.5,.,23,.,.,.,primary,640.2171506606177,Basal,198
2,,200,37215,3750,1221,1.5,.,24,.,.,.,primary,684.9065629704537,Basal,199
2,,201,37239,3763,1238,1.5,.,25,.,.,.,primary,716.5270406621092,Basal,200
2,,202,37267,3769,1255,1.5,.,26,.,.,.,primary,748.3087598044006,Basal,201
2,,203,37291,3791,1276,1.5,.,27,.,.,.,primary,785.5615825637096,Basal,202
2,,204,37329,3790,1298,1.5,.,28,.,.,.,primary,824.4816553447384,Basal,203
2,,205,37355,3793,1314,1.5,.,29,.,yes,.,secondary,853.2965486863286,Basal,204
2,,206,37358,3772,1320,1.5,.,30,.,.,.,secondary,849.6852358373658,Basal,205
2,,207,37369,3767,1329,1.5,.,31,.,.,.,secondary,860.5219346419939,Basal,206
2,,208,37373,3761,1338,1.5,.,32,.,.,.,secondary,865.3201719594892,Basal,207
2,,209,37380,3750,1352,1.5,.,33,.,.,.,secondary,873.0801795940622,Basal,208
2,,210,37392,3745,1370,1.5,.,34,.,.,.,secondary,889.1647766302937,Basal,209
2,,211,37392,3730,1385,1.5,.,35,.,.,.,secondary,890.9343410150941,Basal,210
2,,212,37394,3715,1403,1.5,.,36,.,.,.,secondary,896.2839951711734,Basal,211
2,,213,37403,3706,1420,1.5,.,37,.,.,yes,secondary,909.2073470886605,Basal,212
2,,214,37379,3812,1317,1.5,.,38,.,.,.,secondary,882.0731262202698,Basal,205
2,,215,37390,3811,1327,1.5,.,39,.,.,.,secondary,894.577553932581,Basal,214
2,,216,37399,3818,1344,1.5,.,40,.,.,.,secondary,911.6589274503925,Basal,215
2,,217,37404,3822,1357,1.5,.,41,.,.,.,secondary,922.7285624711094,Basal,216
2,,218,37418,3832,1376,1.5,.,42,.,.,.,secondary,946.1738740844623,Basal,217
2,,219,37423,3846,1391,1.5,.,43,.,.,.,secondary,962.5035064871192,Basal,218
2,,220,37445,3869,1410,1.5,.,44,.,.,.,secondary,998.047594055514,Basal,219
2,,221,37457,3896,1426,1.5,.,45,.,.,.,secondary,1026.3400995771333,Basal,220
2,,222,37479,3919,1449,1.5,.,46,.,.,.,secondary,1063.9445474271674,Basal,221
2,,223,37484,3950,1469,1.5,.,47,.,.,.,secondary,1091.0710334345788,Basal,222
2,,224,36702,3581,1009,1.5,dend_003,48,yes,.,.,primary,153.88632167934875,Basal,176
2,,225,36702,3617,1022,1.5,.,49,.,.,.,primary,190.730175903028,Basal,224
2,,226,36705,3625,1032,1.5,.,50,.,.,.,primary,201.64076968708486,Basal,225
2,,227,36730,3652,1049,1.5,.,51,.,.,.,primary,238.23517792299273,Basal,226
2,,228,36750,3654,1070,1.5,.,52,.,.,.,primary,254.02558926218438,Basal,227
2,,229,36772,3671,1087,1.5,.,53,.,.,.,primary,283.33901955078477,Basal,228
2,,230,36791,3696,1093,1.5,.,54,.,yes,.,secondary,314.09075121690546,Basal,229
2,,231,36809,3708,1103,1.5,.,55,.,.,.,secondary,335.5607247578298,Basal,230
2,,232,36807,3709,1113,1.5,.,56,.,.,.,secondary,339.4731211745637,Basal,231
2,,233,36813,3711,1125,1.5,.,57,.,.,.,secondary,348.7950687724814,Basal,232
2,,234,36824,3722,1140,1.5,.,58,.,.,.,secondary,368.91869022861937,Basal,233
2,,235,36836,3731,1158,1.5,.,59,.,.,.,secondary,389.56129171158676,Basal,234
2,,236,36840,3744,1173,1.5,.,60,.,.,.,secondary,408.3625839863393,Basal,235
2,,237,36866,3767,1186,1.5,.,61,.,.,.,secondary,443.7048568587006,Basal,236
2,,238,36867,3790,1202,1.5,.,62,.,.,.,secondary,469.069291256633,Basal,237
2,,239,36860,3799,1221,1.5,.,63,.,yes,.,tertiary,482.3162862686683,Basal,238
2,,240,36861,3807,1228,1.5,.,64,.,.,yes,tertiary,492.3362671995635,Basal,239
2,,241,36846,3744,1093,1.5,.,65,.,.,.,secondary,378.65551626775493,Basal,230
2,,242,36864,3772,1085,1.5,.,66,.,.,.,secondary,408.08822575516683,Basal,241
2,,243,36905,3803,1085,1.5,.,67,.,.,.,secondary,454.7284904203826,Basal,242
2,,244,36916,3822,1073,1.5,.,68,.,yes,.,tertiary,473.3075110327323,Basal,243
2,,245,36918,3838,1068,1.5,.,69,.,.,.,tertiary,486.4411577981452,Basal,244
2,,246,36919,3851,1058,1.5,.,70,.,.,yes,tertiary,495.8981750319313,Basal,245
2,,247,36950,3871,1073,1.5,.,71,.,.,.,tertiary,531.745239753023,Basal,244
2,,248,36979,3887,1073,1.5,.,72,.,.,.,tertiary,560.929585598763,Basal,247
2,,249,37004,3911,1076,1.5,.,73,.,.,.,tertiary,595.0243692488569,Basal,248
2,,250,37027,3942,1076,1.5,.,74,.,.,.,tertiary,633.0766146368068,Basal,249
2,,251,37041,3956,1072,1.5,.,75,.,.,.,tertiary,651.7775694207342,Basal,250
2,,252,37052,3969,1066,1.5,.,76,.,.,.,tertiary,667.7170059239169,Basal,251
2,,253,37070,3987,1066,1.5,.,77,.,.,.,tertiary,692.6716393790061,Basal,252
2,,254,37088,4007,1059,1.5,.,78,.,.,.,tertiary,718.3710740279009,Basal,253
2,,255,37102,4033,1059,1.5,.,79,.,.,.,tertiary,747.3667105243583,Basal,254
2,,256,37108,4056,1051,1.5,.,80,.,.,.,tertiary,768.4451834711439,Basal,255
2,,257,37114,4067,1045,1.5,.,81,.,.,.,tertiary,780.2313759392146,Basal,256
2,,258,37126,4090,1036,1.5,.,82,.,.,.,tertiary,805.0447192547753,Basal,257
2,,259,37146,4104,1036,1.5,.,83,.,.,.,tertiary,828.0513269115629,Basal,258
2,,260,37175,4133,1036,1.5,.,84,.,.,.,tertiary,868.4946747102138,Basal,259
2,,261,37204,4162,1029,1.5,.,85,.,yes,.,quaternary,908.5306819254922,Basal,260
2,,262,37194,4185,1021,1.5,.,86,.,.,yes,quaternary,920.6568307463971,Basal,261
2,,263,37243,4184,1029,1.5,.,87,.,.,.,quaternary,949.6720486567981,Basal,261
2,,264,37267,4192,1029,1.5,.,88,.,.,.,quaternary,970.841387663299,Basal,263
2,,265,37280,4198,1034,1.5,.,89,.,.,.,quaternary,983.9740850246006,Basal,264
2,,266,37348,4199,1034,1.5,.,90,.,.,.,quaternary,1029.049075603297,Basal,265
2,,267,37363,4209,1042,1.5,.,91,.,.,.,quaternary,1047.0085959532519,Basal,266
2,,268,37374,4221,1042,1.5,.,92,.,.,.,quaternary,1063.2525570155005,Basal,267
2,,269,37390,4236,1050,1.5,.,93,.,.,.,quaternary,1085.613651351161,Basal,268
2,,270,37415,4256,1050,1.5,.,94,.,.,.,quaternary,1117.1848548919736,Basal,269
2,,271,37434,4285,1055,1.5,.,95,.,.,yes,quaternary,1151.6548962254274,Basal,270
2,,272,36575,3296,1013,1.5,dend_004,96,yes,.,.,primary,169.27197050900068,Apical,176
2,,273,36575,3257,1042,1.5,.,97,.,.,.,primary,210.73917528546988,Apical,272
2,,274,36563,3239,1048,1.5,.,98,.,.,.,primary,232.91844066110352,Apical,273
2,,275,36575,3227,1069,1.5,.,99,.,.,.,primary,246.22347572885897,Apical,274
2,,276,36571,3205,1087,1.5,.,100,.,.,.,primary,273.5945905897995,Apical,275
2,,277,36571,3200,1109,1.5,.,101,.,.,.,primary,287.5917244984633,Apical,276
2,,278,36572,3172,1131,1.5,.,102,.,.,.,primary,321.1168011798822,Apical,277
2,,279,36553,3136,1160,1.5,.,103,.,.,.,primary,370.4024837929681,Apical,278
2,,280,36518,3102,1175,1.5,.,104,.,.,.,primary,416.293165929973,Apical,279
2,,281,36502,3089,1175,1.5,.,105,.,.,.,primary,432.3667424768006,Apical,280
2,,282,36483,3057,1193,1.5,.,106,.,.,.,primary,473.48284023816535,Apical,281
2,,283,36459,3039,1207,1.5,.,107,.,yes,.,secondary,503.54542992663534,Apical,282
2,,284,36422,3049,1209,1.5,.,108,.,.,.,secondary,512.5553628633692,Apical,283
2,,285,36391,3050,1225,1.5,.,109,.,.,.,secondary,534.1694487707061,Apical,284
2,,286,36366,3060,1243,1.5,.,110,.,.,.,secondary,548.6784121869567,Apical,285
2,,287,36324,3094,1256,1.5,.,111,.,.,.,secondary,556.75937351786,Apical,286
2,,288,36303,3130,1262,1.5,.,112,.,.,.,secondary,551.7336313838409,Apical,287
2,,289,36284,3147,1275,1.5,.,113,.,.,.,secondary,561.9261517317022,Apical,288
2,,290,36273,3163,1286,1.5,.,114,.,.,.,secondary,567.2909306519891,Apical,289
2,,291,36226,3191,1297,1.5,.,115,.,.,.,secondary,593.8088918162139,Apical,290
2,,292,36207,3207,1309,1.5,.,116,.,.,.,secondary,607.9950657694518,Apical,291
2,,293,36189,3210,1322,1.5,.,117,.,.,.,secondary,627.4918326161704,Apical,292
2,,294,36163,3223,1339,1.5,.,118,.,.,.,secondary,652.0782161673552,Apical,293
2,,295,36122,3229,1339,1.5,.,119,.,.,.,secondary,681.8599562960125,Apical,294
2,,296,36077,3221,1349,1.5,.,120,.,.,.,secondary,725.2764989988301,Apical,295
2,,297,36051,3228,1353,1.5,.,121,.,.,.,secondary,746.2901580484631,Apical,296
2,,298,36027,3222,1367,1.5,.,122,.,.,.,secondary,774.6308798389075,Apical,297
2,,299,35996,3227,1378,1.5,.,123,.,.,.,secondary,804.2325534321525,Apical,298
2,,300,35968,3225,1395,1.5,.,124,.,.,.,secondary,836.3928502802975,Apical,299
2,,301,35956,3228,1402,1.5,.,125,.,.,.,secondary,849.0848014185626,Apical,300
2,,302,35951,3242,1412,1.5,.,126,.,.,.,secondary,854.9771926782608,Apical,301
2,,303,35943,3247,1430,1.5,.,127,.,.,.,secondary,869.8017015389197,Apical,302
2,,304,35909,3255,1443,1.5,.,128,.,.,.,secondary,902.9894794514496,Apical,303
2,,305,35862,3271,1443,1.5,.,129,.,.,.,secondary,939.364146643888,Apical,304
2,,306,35837,3263,1461,1.5,.,130,.,.,.,secondary,970.9840369439654,Apical,305
2,,307,35804,3255,1461,1.5,.,131,.,.,.,secondary,1000.4743874782603,Apical,306
2,,308,35761,3240,1472,1.5,.,132,.,.,.,secondary,1045.3774437972154,Apical,307
2,,309,35722,3228,1472,1.5,.,133,.,.,.,secondary,1081.2941320473353,Apical,308
2,,310,35711,3229,1488,1.5,.,134,.,.,.,secondary,1098.0505452846878,Apical,309
2,,311,35695,3241,1488,1.5,.,135,.,.,.,secondary,1109.685991621053,Apical,310
2,,312,35669,3231,1493,1.5,.,136,.,.,.,secondary,1136.3846179881177,Apical,311
2,,313,35660,3212,1495,1.5,.,137,.,.,.,secondary,1148.722768991718,Apical,312
2,,314,35637,3202,1495,1.5,.,138,.,.,.,secondary,1170.7352390698761,Apical,313
2,,315,35616,3177,1495,1.5,.,139,.,.,.,secondary,1194.306911978659,Apical,314
2,,316,35600,3175,1504,1.5,.,140,.,.,.,secondary,1212.6392703520696,Apical,315
2,,317,35584,3163,1504,1.5,.,141,.,.,.,secondary,1229.2526184637559,Apical,316
2,,318,35578,3175,1516,1.5,.,142,.,.,.,secondary,1237.100642631795,Apical,317
2,,319,35565,3170,1524,1.5,.,143,.,.,.,secondary,1253.0259374809445,Apical,318
2,,320,35546,3171,1537,1.5,.,144,.,.,.,secondary,1275.1192101133133,Apical,319
2,,321,35514,3162,1545,1.5,.,145,.,.,.,secondary,1308.4708632598588,Apical,320
2,,322,35502,3163,1554,1.5,.,146,.,.,.,secondary,1322.6949761755354,Apical,321
2,,323,35494,3155,1554,1.5,.,147,.,.,.,secondary,1331.3699711199738,Apical,322
2,,324,35479,3144,1563,1.5,.,148,.,.,.,secondary,1350.7690402137591,Apical,323
2,,325,35452,3139,1575,1.5,.,149,.,.,.,secondary,1380.666867857703,Apical,324
2,,326,35437,3135,1587,1.5,.,150,.,.,.,secondary,1399.8735657194188,Apical,325
2,,327,35414,3129,1587,1.5,.,151,.,.,.,secondary,1421.271613731872,Apical,326
2,,328,35395,3124,1595,1.5,.,152,.,.,.,secondary,1442.4454929043245,Apical,327
2,,329,35387,3118,1595,1.5,.,153,.,.,.,secondary,1450.7670385006684,Apical,328
2,,330,35371,3112,1606,1.5,.,154,.,.,.,secondary,1470.8276581571342,Apical,329
2,,331,35352,3104,1616,1.5,.,155,.,.,.,secondary,1493.5330595604505,Apical,330
2,,332,35339,3102,1616,1.5,.,156,.,.,.,secondary,1505.3590933727407,Apical,331
2,,333,35336,3100,1626,1.5,.,157,.,.,.,secondary,1512.7250245831196,Apical,332
2,,334,35314,3084,1626,1.5,.,158,.,.,.,secondary,1535.5979291468193,Apical,333
2,,335,35302,3085,1640,1.5,.,159,.,.,.,secondary,1551.8485750871444,Apical,334
2,,336,35252,3067,1656,1.5,.,160,.,.,.,secondary,1606.5385149444753,Apical,335
2,,337,35233,3055,1657,1.5,.,161,.,.,.,secondary,1626.3978603035605,Apical,336
2,,338,35201,3042,1661,1.5,.,162,.,.,.,secondary,1659.2193947757482,Apical,337
2,,339,35177,3032,1672,1.5,.,163,.,.,.,secondary,1687.2456845403399,Apical,338
2,,340,35165,3003,1679,1.5,.,164,.,.,.,secondary,1707.8378143137597,Apical,339
2,,341,35153,2999,1689,1.5,.,165,.,.,.,secondary,1723.4854220445266,Apical,340
2,,342,35134,2987,1709,1.5,.,166,.,.,.,secondary,1751.477376388288,Apical,341
2,,343,35113,2973,1726,1.5,.,167,.,.,.,secondary,1780.522114437223,Apical,342
2,,344,35094,2964,1742,1.5,.,168,.,.,.,secondary,1806.1375916579557,Apical,343
2,,345,35082,2954,1757,1.5,.,169,.,.,.,secondary,1825.5651179840177,Apical,344
2,,346,35070,2944,1770,1.5,.,170,.,.,.,secondary,1844.1770522376642,Apical,345
2,,347,35046,2935,1787,1.5,.,171,.,.,.,secondary,1874.6063586790694,Apical,346
2,,348,35037,2925,1810,1.5,.,172,.,.,yes,secondary,1895.093401392132,Apical,347
2,,349,36455,3018,1215,1.5,.,173,.,.,.,secondary,525.521645605583,Basal,283
2,,350,36440,2974,1215,1.5,.,174,.,.,.,secondary,566.9073998458655,Basal,349
2,,351,36422,2934,1215,1.5,.,175,.,.,.,secondary,606.8574791497589,Basal,350
2,,352,36409,2924,1223,1.5,.,176,.,.,.,secondary,623.4556920904645,Basal,351
2,,353,36391,2896,1223,1.5,.,177,.,.,.,secondary,653.8753703879662,Basal,352
2,,354,36387,2871,1223,1.5,.,178,.,.,.,secondary,676.3357154549802,Basal,353
2,,1747,37486,3970,1483,1.5,.,179,.,.,.,secondary,1108.4710190167355,Basal,223
2,,1748,37495,3998,1495,1.5,.,180,.,.,.,secondary,1134.3072775928047,Basal,1747
2,,1749,37510,4017,1509,1.5,.,181,.,.,.,secondary,1161.2239232809493,Basal,1748
2,,1750,37523,4051,1521,1.5,.,182,.,.,.,secondary,1193.4395669660028,Basal,1749
2,,1751,37543,4079,1541,1.5,.,183,.,.,.,secondary,1231.5559264605079,Basal,1750
2,,1752,37561,4114,1555,1.5,.,184,.,.,.,secondary,1269.2946860363043,Basal,1751
2,,1753,37401,3705,1419,1.5,.,185,.,.,.,secondary,906.7822230282197,Basal,1752
2,,1754,37403,3696,1429,1.5,.,186,.,.,yes,secondary,910.7826304887462,Basal,1753
2,,1755,36861,3811,1233,1.5,.,187,.,.,.,tertiary,497.93373053047935,Basal,239
2,,1756,36878,3852,1274,1.5,.,188,.,.,.,tertiary,557.1328387377646,Basal,1755
2,,1757,36933,3905,1334,1.5,.,189,.,.,.,tertiary,651.1796987007504,Basal,1756
2,,1758,36946,3984,1419,1.5,.,190,.,.,.,tertiary,761.5615536514432,Basal,1757
2,,1759,36955,4113,1531,1.5,.,191,.,.,.,tertiary,924.7691603854445,Basal,1758
2,,1760,36958,4152,1557,1.5,.,192,.,.,yes,tertiary,969.9752574163941,Basal,1759
2,,1761,36381,2836,1202,1.5,.,193,.,.,.,secondary,701.1233842912387,Basal,354
2,,1762,36338,2739,1150,1.5,.,194,.,.,.,secondary,788.8789514241079,Basal,1761
2,,1763,36285,2675,1104,1.5,.,195,.,.,.,secondary,859.3363718591224,Basal,1762
2,,1764,36204,2628,1050,1.5,.,196,.,.,.,secondary,931.7429903143892,Basal,1763
2,,1765,36182,2610,998,1.5,.,197,.,.,.,secondary,955.3978228989221,Basal,1764
2,,1766,36158,2579,935,1.5,.,198,.,.,.,secondary,994.6481790060242,Basal,1765
2,,1767,36143,2512,894,1.5,.,199,.,.,.,secondary,1062.5168233962227,Basal,1766
2,,1768,36148,2470,841,1.5,.,200,.,.,.,secondary,1102.0653338164666,Basal,1767
2,,1769,36155,2408,790,1.5,.,201,.,.,yes,secondary,1160.7747412827348,Basal,1768
4,.,356,35950,3524,881,105.501,soma_004,202,.,yes,.,primary,0.0,Soma,.
4,,357,36065,3541,795,1.5,dend_001,203,yes,.,.,primary,144.60290453514412,Basal,356
4,,358,36113,3541,781,1.5,.,204,.,.,.,primary,191.98437436416538,Basal,357
4,,359,36126,3545,773,1.5,.,205,.,.,.,primary,207.5596299861801,Basal,358
4,,360,36132,3547,767,1.5,.,206,.,.,.,primary,215.9837956884729,Basal,359
4,,361,36127,3542,761,1.5,.,207,.,.,.,primary,214.59962721309654,Basal,360
4,,362,36134,3538,753,1.5,.,208,.,.,.,primary,224.5796072665548,Basal,361
4,,363,36165,3539,742,1.5,.,209,.,.,.,primary,256.4585736527442,Basal,362
4,,364,36182,3539,734,1.5,.,210,.,.,.,primary,275.05999345597314,Basal,363
4,,365,36189,3547,734,1.5,.,211,.,.,.,primary,281.52974976012746,Basal,364
4,,366,36200,3543,727,1.5,.,212,.,.,.,primary,294.23969820539173,Basal,365
4,,367,36213,3546,721,1.5,.,213,.,.,.,primary,308.63084745371776,Basal,366
4,,368,36229,3551,709,1.5,.,214,.,.,.,primary,328.8677545762126,Basal,367
4,,369,36241,3557,703,1.5,.,215,.,.,.,primary,342.7156255556493,Basal,368
4,,370,36258,3569,693,1.5,.,216,.,yes,.,secondary,363.63855681156804,Basal,369
4,,371,36243,3552,686,1.5,.,217,.,.,.,secondary,353.0693982774491,Basal,370
4,,372,36246,3548,680,1.5,.,218,.,.,.,secondary,358.59866145873997,Basal,371
4,,373,36246,3542,673,1.5,.,219,.,.,.,secondary,362.22092705971585,Basal,372
4,,374,36254,3528,666,1.5,.,220,.,.,.,secondary,372.3667546921986,Basal,373
4,,375,36254,3527,658,1.5,.,221,.,.,.,secondary,377.0331550407736,Basal,374
4,,376,36280,3585,693,1.5,.,222,.,.,.,secondary,384.6621894597908,Basal,370
4,,377,36300,3592,689,1.5,.,223,.,.,.,secondary,404.9543184113487,Basal,376
4,,378,36311,3581,689,1.5,.,224,.,.,.,secondary,412.8365293914772,Basal,377
4,,379,36322,3585,687,1.5,.,225,.,.,.,secondary,423.95872440604404,Basal,378
4,,380,36338,3588,687,1.5,.,226,.,.,.,secondary,438.4928733742431,Basal,379
4,,381,36365,3633,687,1.5,.,227,.,.,.,secondary,470.8948927308513,Basal,380
4,,382,36384,3645,678,1.5,.,228,.,.,.,secondary,494.1720348218827,Basal,381
4,,383,36396,3674,672,1.5,.,229,.,yes,.,tertiary,514.8757131580397,Basal,382
4,,384,36390,3647,663,1.5,.,230,.,.,.,tertiary,506.21438146303194,Basal,383
4,,385,36393,3645,659,1.5,.,231,.,.,yes,tertiary,510.0725438601847,Basal,384
4,,386,36421,3703,672,1.5,.,232,.,.,.,tertiary,545.4933546799631,Basal,383
4,,387,36452,3768,672,1.5,.,233,.,yes,.,quaternary,596.0041946161117,Basal,386
4,,388,36443,3743,663,1.5,.,234,.,.,.,quaternary,581.8367468628979,Basal,387
4,,389,36439,3734,660,1.5,.,235,.,.,yes,quaternary,576.2482104093687,Basal,388
4,,390,36480,3796,672,1.5,.,236,.,.,.,quaternary,631.320045618702,Basal,387
4,,391,36489,3790,669,1.5,.,237,.,.,.,quaternary,637.354689321417,Basal,390
4,,392,36496,3787,662,1.5,.,238,.,.,.,quaternary,644.3958410790684,Basal,391
4,,393,36496,3785,652,1.5,.,239,.,.,.,quaternary,647.0533208322171,Basal,392
4,,394,36496,3786,645,1.5,.,240,.,.,.,quaternary,649.9661529649063,Basal,393
4,,395,36498,3802,638,1.5,.,241,.,.,.,quaternary,660.7851390580754,Basal,394
4,,396,36516,3828,635,1.5,.,242,.,.,.,quaternary,687.9593011218033,Basal,395
4,,397,36535,3847,634,1.5,.,243,.,.,.,quaternary,712.4345583981732,Basal,396
4,,398,36551,3872,634,1.5,.,244,.,.,.,quaternary,737.098365213219,Basal,397
4,,399,36559,3906,620,1.5,.,245,.,.,.,quaternary,764.8045501956693,Basal,398
4,,400,36577,3942,605,1.5,.,246,.,.,yes,quaternary,802.5141743296501,Basal,399
4,,401,35997,3449,784,1.5,dend_002,247,yes,.,.,primary,131.31260411704582,Basal,356
4,,402,36012,3439,779,1.5,.,248,.,.,.,primary,146.53668482670133,Basal,401
4,,403,35986,3450,762,1.5,.,249,.,.,.,primary,144.68241081762497,Basal,402
4,,404,35987,3466,743,1.5,.,250,.,.,.,primary,154.19792475905763,Basal,403
4,,405,36003,3458,728,1.5,.,251,.,.,.,primary,174.85422499899738,Basal,404
4,,406,36011,3467,713,1.5,.,252,.,.,.,primary,187.6006396577581,Basal,405
4,,407,36021,3472,693,1.5,.,253,.,.,.,primary,207.5789006618929,Basal,406
4,,408,36039,3471,675,1.5,.,254,.,.,.,primary,230.57753576617128,Basal,407
4,,409,36046,3457,658,1.5,.,255,.,.,.,primary,251.8610728159475,Basal,408
4,,410,36053,3454,641,1.5,.,256,.,.,.,primary,270.38676003088614,Basal,409
4,,411,36067,3463,625,1.5,.,257,.,.,.,primary,288.00347220129134,Basal,410
4,,412,36081,3463,618,1.5,.,258,.,.,.,primary,300.08498796174393,Basal,411
4,,413,36101,3478,609,1.5,.,259,.,.,.,primary,314.48529377381067,Basal,412
4,,414,36118,3494,601,1.5,.,260,.,.,.,primary,327.9085238294363,Basal,413
4,,415,36138,3506,591,1.5,.,261,.,.,.,primary,346.0751363504752,Basal,414
4,,416,36151,3514,576,1.5,.,262,.,.,.,primary,365.41209613257195,Basal,415
4,,417,36161,3537,557,1.5,.,263,.,.,.,primary,386.8669021769632,Basal,416
4,,418,36189,3557,540,1.5,.,264,.,.,yes,primary,417.7211988874876,Basal,417
4,,419,35802,3600,831,1.5,dend_003,265,yes,.,.,primary,173.72391890583174,Basal,356
4,,420,35713,3640,863,1.5,.,266,.,.,.,primary,264.4787326043438,Basal,419
4,,421,35658,3686,884,1.5,.,267,.,yes,.,secondary,333.9416116628774,Basal,420
4,,422,35682,3704,892,1.5,.,268,.,.,.,secondary,323.02476685232665,Basal,421
4,,423,35677,3804,892,1.5,.,269,.,.,.,secondary,391.21605284037105,Basal,422
4,,424,35684,3842,890,1.5,.,270,.,.,.,secondary,414.6818057257878,Basal,423
4,,425,35700,3894,890,1.5,.,271,.,yes,.,tertiary,446.6329589271262,Basal,424
4,,426,35727,3918,888,1.5,.,272,.,.,.,tertiary,452.78471705657205,Basal,425
4,,427,35730,3925,888,1.5,.,273,.,.,.,tertiary,457.4385204593072,Basal,426
4,,428,35761,3949,888,1.5,.,274,.,.,.,tertiary,465.182759783722,Basal,427
4,,429,35818,4013,888,1.5,.,275,.,.,.,tertiary,506.55108330749823,Basal,428
4,,430,35827,4025,885,1.5,.,276,.,yes,.,quaternary,515.8933998414789,Basal,429
4,,431,35804,3999,880,1.5,.,277,.,.,yes,quaternary,496.9325910020392,Basal,430
4,,432,35856,4067,885,1.5,.,278,.,.,.,quaternary,551.090736630548,Basal,430
4,,433,35885,4103,892,1.5,.,279,.,.,.,quaternary,582.7409372954675,Basal,432
4,,434,35900,4114,901,1.5,.,280,.,.,.,quaternary,592.452529743945,Basal,433
4,,435,35916,4132,912,1.5,.,281,.,.,.,quaternary,609.7384685256459,Basal,434
4,,436,35930,4143,919,1.5,.,282,.,.,.,quaternary,620.4877114012814,Basal,435
4,,437,35943,4148,928,1.5,.,283,.,.,.,quaternary,625.8066794146575,Basal,436
4,,438,35961,4155,938,1.5,.,284,.,.,.,quaternary,633.6647378543325,Basal,437
4,,439,35985,4171,947,1.5,.,285,.,.,.,quaternary,651.2987025935181,Basal,438
4,,440,36013,4191,961,1.5,.,286,.,.,.,quaternary,674.7280933828085,Basal,439
4,,441,36038,4203,983,1.5,.,287,.,.,.,quaternary,692.2347867595214,Basal,440
4,,442,36058,4214,1010,1.5,.,288,.,.,.,quaternary,710.2147562533462,Basal,441
4,,443,36072,4232,1021,1.5,.,289,.,.,.,quaternary,731.9480855907747,Basal,442
4,,444,36101,4252,1027,1.5,.,290,.,.,.,quaternary,757.6945294774141,Basal,443
4,,445,36145,4273,1032,1.5,.,291,.,.,.,quaternary,788.560080146085,Basal,444
4,,446,36179,4294,1042,1.5,.,292,.,.,.,quaternary,819.3058037143396,Basal,445
4,,447,36206,4308,1056,1.5,.,293,.,.,.,quaternary,843.0996382397516,Basal,446
4,,448,36243,4322,1061,1.5,.,294,.,.,.,quaternary,868.9378573868214,Basal,447
4,,449,36266,4332,1064,1.5,.,295,.,yes,.,quinary,886.6842730081548,Basal,448
4,,450,36230,4310,1072,1.5,.,296,.,.,yes,quinary,855.965536689416,Basal,449
4,,451,36328,4363,1064,1.5,.,297,.,.,.,quinary,938.2398414051708,Basal,449
4,,452,36365,4393,1063,1.5,.,298,.,.,.,quinary,980.0561208420669,Basal,451
4,,453,36385,4392,1071,1.5,.,299,.,.,.,quinary,989.3174414716441,Basal,452
4,,454,36401,4397,1078,1.5,.,300,.,.,.,quinary,1002.1671517266967,Basal,453
