Skeleton ID,Skeleton Comment,Node ID,X,Y,Z,Radius,Node Comment
,,2812,4283,7301,1002,6.44972,.
,,2813,4400,7327,991,6.44972,.
,,2814,4436,7322,971,4.47898,.
,,2815,3890,7410,1086,11.1451,.
,,2816,3925,7491,1077,9.2876,.
,,2817,3966,7582,1056,9.2876,.
,,2818,3997,7689,1041,12.8392,.
,,2819,4045,7727,1047,6.44972,.
,,2820,4175,7869,1051,5.37477,.
,,2821,4198,7910,1031,11.1451,.
,,2822,4225,7937,1007,4.47898,.
,,2823,4235,7947,973,6.44972,.
,,2824,3986,7767,1015,4.47898,.
,,2825,3971,7801,998,7.73967,.
,,2826,3951,7890,988,4.47898,.
,,2827,3895,8027,974,4.47898,.
,,2828,3842,8189,974,3.73248,.
,,2829,3810,8297,963,7.73967,.
,,2830,3771,8397,956,7.73967,.
,,2831,3668,8528,970,6.44972,.
,,2832,3634,8590,994,5.37477,.
,,2833,3599,8652,1010,9.2876,.
,,2834,3580,8674,1033,4.47898,.
,,2835,3534,8728,1046,6.44972,.
,,2836,3492,8771,1051,5.37477,.
,,2837,3999,7103,1140,12.3256,.
,,2838,4052,7019,1162,11.1451,.
,,2839,4096,6923,1170,6.44972,.
,,2840,4125,6870,1186,5.37477,.
,,2841,4155,6731,1196,11.1451,.
,,2842,4120,6632,1186,4.47898,.
,,2843,4054,6553,1186,6.44972,.
,,2844,4003,6462,1196,5.37477,.
,,2845,4229,6577,1170,5.37477,.
,,2846,4251,6524,1160,7.73967,.
,,2847,4329,6396,1154,7.73967,.
,,2848,3805,7363,1276,12.8392,.
,,2849,3808,7373,1311,9.2876,.
,,2850,3814,7370,1342,9.2876,.
,,2851,3829,7380,1365,7.73967,.
,,2852,3856,7389,1389,9.2876,.
,,2853,3876,7417,1440,16.049,.
,,2854,3908,7451,1486,11.1451,.
,,2855,3943,7481,1530,11.1451,.
,,2856,3965,7506,1553,7.73967,.
,,2857,3968,7562,1595,9.2876,.
,,2858,3973,7596,1620,7.73967,.
,,2859,3974,7631,1654,11.1451,.
,,2860,3956,7672,1693,16.049,.
,,2861,3933,7707,1712,5.37477,.
,,2862,3901,7742,1730,5.15978,.
,,2863,3655,7408,1032,9.2876,.
,,2864,3634,7459,1012,5.37477,.
,,2865,3614,7464,978,7.73967,.
,,2866,3599,7457,958,6.44972,.
,,2867,3569,7487,920,11.1451,.
,,2868,3576,7536,879,9.2876,.
,,2869,3564,7584,854,16.049,.
,,2870,3557,7623,840,6.44972,.
,,2871,3531,7699,825,7.73967,.
,,2872,3516,7764,812,5.37477,.
,,2873,3497,7833,795,7.73967,.
,,2874,3491,7907,780,6.44972,.
,,2875,3484,8070,762,6.44972,.
,,2876,3465,8274,757,9.2876,.
,,2877,3487,8331,747,6.44972,.
,,2878,4139,7262,589,145.844,First Node
,,2879,3910,7373,591,33.2792,.
,,2880,3764,7414,589,19.2588,.
,,2881,3668,7462,651,19.2588,.
,,2882,3520,7480,736,25.5584,.
,,2883,3508,7466,874,4.47898,.
,,2884,3435,7518,753,13.3741,.
,,2885,3493,7453,751,4.47898,.
,,2886,3345,7548,788,7.73967,.
,,2887,3279,7566,815,16.049,.
,,2888,3192,7607,839,11.1451,.
,,2889,3138,7653,845,10.2713,.
,,2890,3009,7712,845,16.049,.
,,2891,2923,7738,836,13.3741,.
,,2892,2888,7740,836,7.73967,.
,,2893,2822,7748,872,7.73967,.
,,2894,2658,7748,941,13.3741,.
,,2895,2645,7775,1008,9.2876,.
,,2896,2624,7791,1068,5.37477,.
,,2897,2612,7799,1132,5.37477,.
,,2898,2584,7810,1178,7.73967,.
,,2899,2584,7828,1193,11.1451,.
,,2900,2556,7848,1253,9.2876,.
,,2901,2480,7859,1321,7.73967,.
,,2902,2467,7838,1352,9.2876,.
,,2903,2440,7812,1426,7.73967,.
,,2904,2422,7786,1494,11.1451,.
,,2905,2416,7786,1550,4.47898,.
,,2906,2359,7785,1614,9.2876,.
,,2907,2322,7821,1700,7.73967,.
,,2908,2305,7839,1729,13.3741,.
,,2909,2277,7880,1769,11.1451,.
,,2910,4108,7139,518,13.3741,.
,,2911,4080,7048,471,6.44972,.
,,2912,4030,7005,430,7.73967,.
,,2913,3992,6977,379,13.3741,.
,,2914,3976,6925,342,6.44972,.
,,2915,3976,6824,308,5.37477,.
,,2916,3998,6755,297,7.73967,.
,,2917,4016,6690,286,9.2876,.
,,2918,4040,6626,268,5.37477,.
,,2919,4066,6561,257,6.44972,.
,,2920,4098,6488,255,11.1451,.
,,2921,4122,6436,236,7.73967,.
,,2922,2561,7722,939,9.2876,.
,,2923,2471,7663,923,5.37477,.
,,2924,2445,7598,887,9.2876,.
,,2925,2436,7579,867,7.73967,.
,,2926,2415,7515,841,4.47898,.
,,2927,2387,7454,809,7.73967,.
,,2928,2343,7380,771,6.44972,.
,,2929,2286,7294,771,4.47898,.
,,2930,2225,7212,767,7.73967,.
,,2931,2155,7103,761,9.2876,.
,,2932,2112,7014,801,5.37477,.
,,2933,2088,6919,811,5.37477,.
,,2934,2064,6850,815,5.37477,.
,,2935,2054,6783,805,5.37477,.
,,2936,2052,6736,823,4.47898,.
,,2937,2038,6654,847,6.44972,.
,,2938,2035,6541,857,5.37477,.
,,2939,1998,6438,867,5.37477,.
,,2940,1956,6413,885,7.73967,.
,,2941,1903,6356,885,4.47898,.
,,2942,1868,6315,881,6.44972,.
,,2943,1803,6265,871,6.44972,.
,,2944,2898,7778,784,9.2876,.
,,2945,2887,7794,762,7.73967,.
,,2946,2872,7815,736,7.73967,.
,,2947,2857,7832,716,9.2876,.
,,2948,2846,7853,698,9.2876,.
,,2949,2832,7887,678,7.73967,.
,,2950,2828,7899,658,9.2876,.
,,2951,2808,7929,634,11.1451,.
,,2952,2786,7980,594,5.37477,.
,,2953,2767,8015,576,9.2876,.
,,2954,2750,8033,558,9.2876,.
,,2955,2719,8053,524,9.2876,.
,,2956,2682,8083,482,16.049,.
,,2957,2632,8113,454,7.73967,.
,,2958,2599,8152,424,7.73967,.
,,2959,2566,8179,406,7.73967,.
,,2960,2533,8224,388,3.73248,.
,,2961,2478,8292,344,5.37477,.
,,2962,2443,8333,346,4.29982,.
,,2963,2374,8368,372,7.73967,.
,,2964,2340,8380,392,5.37477,.
,,2965,3442,7397,758,5.37477,.
,,2966,3435,7368,778,4.47898,.
,,2967,3380,7289,784,6.44972,.
,,2968,3348,7175,802,5.37477,.
,,2969,3341,7101,818,5.37477,.
,,2970,3749,7448,537,5.37477,.
,,2971,3730,7473,519,9.2876,.
,,2972,3712,7479,497,7.73967,.
,,2973,3696,7489,479,7.73967,.
,,2974,3669,7510,455,4.47898,.
,,2975,3640,7524,439,5.37477,.
,,2976,3599,7547,415,9.2876,.
,,2977,3558,7589,393,5.37477,.
,,2978,3535,7608,371,9.2876,.
,,2979,4010,7058,569,5.37477,.
,,2980,3986,7037,555,6.44972,.
,,2981,3980,6951,556,6.44972,.
,,2982,3976,6891,564,3.73248,.
,,2983,4019,6764,567,6.44972,.
,,2984,4024,6682,552,6.44972,.
,,2985,4053,6572,548,4.47898,.
,,2986,4059,6524,529,6.44972,.
,,2987,4073,6478,509,7.73967,.
,,2988,4083,6400,509,7.73967,.
,,2989,4096,6331,497,6.44972,.
,,2990,4112,6225,497,5.37477,.
,,2991,4139,6102,502,6.44972,.
,,2992,4148,5944,502,6.44972,.
,,2993,4149,5861,469,5.37477,.
,,2994,4166,5751,454,6.44972,.
,,2995,4160,5692,429,7.73967,.
,,2996,4150,5602,395,5.37477,.
,,2997,4272,7308,530,6.44972,.
,,2998,4334,7294,502,5.37477,.
,,2999,4473,7294,471,4.47898,.
,,3000,4128,7450,491,19.2588,.
,,3001,4090,7468,447,6.44972,.
,,3002,4063,7490,416,12.8392,.
,,3003,4056,7499,402,7.73967,.
,,3004,4035,7525,333,7.73967,.
,,3005,4020,7525,293,9.2876,.
,,3006,3986,7551,237,7.73967,.
,,3007,3949,7577,171,7.73967,.
,,3008,3929,7618,129,7.73967,.
,,3009,3906,7641,103,7.73967,.
,,3010,3881,7649,83,9.2876,.
,,3011,3849,7649,68,9.2876,.
,,3012,3835,7649,52,6.44972,.
,,3013,3848,7669,33,6.44972,.
,,3014,3846,7683,16,3.1104,.
,,3015,3802,7663,31,5.37477,.
,,3016,3775,7673,10,4.47898,.
,,3017,3765,7688,4,6.44972,.
,,3018,4030,7508,241,5.37477,.
,,3019,4039,7489,221,6.44972,.
,,3020,4044,7468,185,5.37477,.
,,3021,4088,7441,135,7.73967,.
,,3022,4104,7424,118,5.37477,.
,,3023,4118,7398,89,5.37477,.
,,3024,4127,7371,74,9.2876,.
,,3025,4052,7303,858,5.37477,.
,,3026,4012,7297,914,7.73967,.
,,3027,3988,7274,960,9.2876,.
,,3028,3988,7263,1037,9.2876,.
,,3029,3995,7102,1246,4.47898,.
,,3030,3979,7076,1287,13.3741,.
,,3031,3960,7015,1351,6.44972,.
,,3032,3940,6947,1413,19.2588,.
,,3033,3918,6886,1451,7.73967,.
,,3034,3894,6854,1458,6.44972,.
,,3035,3863,6818,1505,9.2876,.
,,3036,3840,6802,1511,9.2876,.
,,3037,3777,6779,1529,5.37477,.
,,3038,3748,6771,1537,7.73967,.
,,3039,4194,7515,471,9.2876,.
,,3040,4221,7584,467,13.3741,.
,,3041,4271,7618,472,9.2876,.
,,3042,4298,7647,494,7.73967,.
,,3043,4316,7671,511,13.3741,.
,,3044,4342,7706,528,5.37477,.
,,3045,4370,7788,543,13.3741,.
,,3046,4420,7839,554,5.37477,.
,,3047,4462,7921,583,5.37477,.
,,3048,4470,8037,597,7.73967,.
,,3049,4480,8167,595,5.37477,.
,,3050,4473,8241,572,4.47898,.
,,3051,4473,8317,535,11.1451,.
,,3052,4477,8483,535,5.15978,.
,,3053,4465,8578,541,11.1451,.
,,3054,4496,8629,569,6.44972,.
,,3055,4515,8696,562,7.73967,.
,,3056,4568,8786,554,4.47898,.
,,3057,4575,8808,566,7.73967,.
,,3058,4244,7338,823,11.1451,.
,,3059,4268,7372,861,11.1451,.
,,3060,4286,7418,898,10.2713,.
,,3061,4301,7411,924,6.44972,.
,,3062,4311,7412,945,11.1451,.
,,3063,4327,7429,964,16.049,.
,,3064,4416,7442,978,7.73967,.
,,3065,4479,7444,987,5.37477,.
,,3066,4539,7420,986,4.47898,.
,,3067,4619,7435,987,5.37477,.
,,3068,4650,7438,974,6.44972,.
,,3069,4695,7423,955,2.48832,.
,,3070,4757,7435,955,4.47898,.
,,3071,4848,7425,947,6.44972,.
,,3072,4930,7409,947,7.73967,.
,,3073,5002,7392,932,16.049,.
,,3074,5058,7394,921,6.44972,.
,,3075,5107,7387,899,5.37477,.
,,3076,5185,7400,879,13.3741,.
,,3077,5297,7389,864,5.37477,.
,,3078,5403,7395,851,9.2876,.
,,3079,5438,7405,827,7.73967,.
,,3080,5469,7408,807,7.73967,.
,,3081,5512,7421,781,4.47898,.
,,3082,5587,7415,764,12.8392,.
,,3083,5622,7414,750,7.73967,.
,,3084,5653,7423,731,6.44972,.
,,3085,5693,7413,713,9.2876,.
,,3086,5719,7402,691,5.37477,.
,,3087,5758,7390,672,9.2876,.
,,3088,5793,7388,649,6.44972,.
,,3089,5830,7391,627,7.73967,.
,,3090,5854,7389,605,7.73967,.
,,3091,4326,7581,903,5.37477,.
,,3092,4077,7610,859,129.033,First Node
,,3093,3881,7627,927,22.1861,.
,,3094,3619,7629,950,23.1105,.
,,3095,3560,7651,986,15.407,.
,,3096,3444,7651,1028,19.2588,.
,,3097,3440,7659,1178,9.2876,.
,,3098,3434,7675,1237,6.44972,.
,,3099,3424,7707,1278,7.73967,.
,,3100,3350,7737,1390,8.9161,.
,,3101,3265,7747,1452,7.73967,.
,,3102,3229,7717,1489,9.2876,.
,,3103,3214,7693,1503,6.44972,.
,,3104,3158,7687,1585,6.44972,.
,,3105,3108,7699,1657,9.2876,.
,,3106,3070,7707,1768,11.1451,.
,,3107,3368,7643,1038,11.1451,.
,,3108,3249,7643,1037,11.1451,.
,,3109,3194,7673,1046,23.1105,.
,,3110,3125,7647,1029,19.2588,.
,,3111,3074,7635,1006,7.73967,.
,,3112,2963,7615,929,11.1451,.
,,3113,2943,7577,905,6.44972,.
,,3114,2926,7549,867,6.44972,.
,,3115,2906,7521,845,7.73967,.
,,3116,2879,7502,817,7.73967,.
,,3117,2827,7443,803,5.37477,.
,,3118,2795,7419,773,9.2876,.
,,3119,2765,7407,751,7.73967,.
,,3120,2724,7396,729,7.73967,.
,,3121,2690,7395,711,6.44972,.
,,3122,2646,7385,691,7.73967,.
,,3123,2622,7399,665,5.37477,.
,,3124,2597,7411,637,9.2876,.
,,3125,2579,7410,605,7.73967,.
,,3126,2560,7407,579,9.2876,.
,,3127,2538,7399,555,7.73967,.
,,3128,2506,7386,527,16.049,.
,,3129,2486,7350,495,9.2876,.
,,3130,2460,7342,473,7.73967,.
,,3131,2413,7328,447,7.43008,.
,,3132,2387,7317,429,11.1451,.
,,3133,2347,7300,401,7.73967,.
,,3134,2323,7292,373,9.2876,.
,,3135,2292,7277,327,5.37477,.
,,3136,2251,7247,297,9.2876,.
,,3137,2234,7220,259,13.3741,.
,,3138,2205,7203,225,9.2876,.
,,3139,2179,7187,197,19.2588,.
,,3140,2174,7163,135,6.44972,.
,,3141,3963,7458,747,11.1451,.
,,3142,3945,7404,715,7.73967,.
,,3143,3893,7367,657,11.1451,.
,,3144,3868,7332,601,11.1451,.
,,3145,3831,7309,547,9.2876,.
,,3146,3778,7301,503,9.2876,.
,,3147,3753,7305,479,7.73967,.
,,3148,3828,7262,507,4.47898,.
,,3149,3822,7213,475,7.73967,.
,,3150,4286,7641,881,9.2876,.
,,3151,4352,7605,864,9.2876,.
,,3152,4439,7590,858,4.47898,.
,,3153,4519,7599,847,3.73248,.
,,3154,4566,7604,829,5.37477,.
,,3155,4655,7606,802,6.44972,.
,,3156,4761,7609,762,5.37477,.
,,3157,4192,7730,685,16.049,.
,,3158,4225,7773,630,19.2588,.
,,3159,4256,7800,561,11.1451,.
,,3160,4286,7823,512,6.44972,.
,,3161,4372,7868,497,4.47898,.
,,3162,4441,7932,485,7.73967,.
,,3163,4484,7996,470,3.73248,.
,,3164,4520,8082,442,6.44972,.
,,3165,4562,8151,442,5.37477,.
,,3166,4644,8255,438,9.2876,.
,,3167,4678,8310,432,3.73248,.
,,3168,4278,7806,484,6.44972,.
,,3169,4294,7774,591,9.2876,.
,,3170,4334,7818,548,5.37477,.
,,3171,4372,7830,525,6.44972,.
,,3172,4430,7875,469,9.2876,.
,,3173,4239,7608,1054,6.44972,.
,,3174,4319,7573,1105,7.73967,.
,,3175,4362,7521,1132,5.37477,.
,,3176,4411,7421,1132,3.73248,.
,,3177,4427,7383,1148,5.37477,.
,,3178,4462,7283,1160,5.37477,.
,,3179,4501,7218,1164,7.73967,.
,,3180,4565,7161,1174,7.73967,.
,,3181,4579,7132,1190,7.73967,.
,,3182,4146,7270,922,11.1451,.
,,3183,4159,7234,944,19.2588,.
,,3184,4219,7139,951,11.1451,.
,,3185,4242,7020,957,3.73248,.
,,3186,4296,6922,974,7.73967,.
,,3187,4322,6846,974,13.3741,.
,,3188,4343,6818,941,5.37477,.
,,3189,4395,6751,905,7.73967,.
,,3190,4427,6707,878,7.73967,.
,,3191,4456,6654,855,11.1451,.
,,3192,4541,6613,843,6.44972,.
,,3193,4561,6593,832,6.44972,.
,,3194,4670,6538,825,5.37477,.
,,3195,4754,6523,814,4.47898,.
,,3196,4479,6585,833,3.73248,.
,,3197,4498,6541,802,7.73967,.
,,3198,4517,6489,778,4.47898,.
,,3199,4532,6437,759,9.2876,.
,,3200,4553,6364,741,4.47898,.
,,3201,4630,6289,724,6.44972,.
,,3202,4682,6253,716,3.73248,.
,,3203,4719,6222,688,5.37477,.
,,3204,4039,7795,942,3.73248,.
,,3205,4041,7897,971,7.73967,.
,,3206,4043,7998,1002,6.44972,.
,,3207,4034,8101,1028,5.37477,.
,,3208,4003,8190,1041,6.44972,.
,,3209,3951,8296,1062,9.2876,.
,,3210,3921,8367,1106,4.47898,.
,,3211,3898,8410,1140,11.1451,.
,,3212,3899,8462,1180,7.73967,.
,,3213,3868,8573,1182,6.44972,.
,,3214,4986,6600,819,145.844,First Node
,,3215,4670,6573,867,23.1105,.
,,3216,4325,6631,899,13.3741,.
,,3217,4251,6779,871,5.37477,.
,,3218,4217,6841,807,6.44972,.
,,3219,4143,6599,963,16.049,.
,,3220,4042,6611,1027,7.73967,.
,,3221,3931,6586,1103,15.407,.
,,3222,3843,6581,1155,19.2588,.
,,3223,3750,6554,1211,10.6993,.
,,3224,3645,6530,1195,9.2876,.
,,3225,3537,6527,1171,13.3741,.
,,3226,3479,6542,1139,6.44972,.
,,3227,3387,6534,1131,5.37477,.
,,3228,3263,6507,1127,12.8392,.
,,3229,3210,6478,1099,19.2588,.
,,3230,3143,6473,1061,7.73967,.
,,3231,3071,6474,1037,7.73967,.
,,3232,3046,6467,1021,9.2876,.
,,3233,2969,6463,971,7.73967,.
,,3234,2925,6430,929,6.44972,.
,,3235,2882,6422,885,13.3741,.
,,3236,2843,6406,831,13.3741,.
,,3237,2794,6383,789,9.2876,.
,,3238,2732,6356,763,9.2876,.
,,3239,2674,6332,737,13.3741,.
,,3240,2557,6294,693,11.1451,.
,,3241,2507,6276,653,9.2876,.
,,3242,2417,6259,619,6.44972,.
,,3243,2360,6234,591,9.2876,.
,,3244,2289,6250,561,4.47898,.
,,3245,2231,6248,527,9.2876,.
,,3246,2187,6242,491,11.1451,.
,,3247,2123,6260,461,11.1451,.
,,3248,2063,6274,437,9.2876,.
,,3249,2013,6312,413,4.47898,.
,,3250,1984,6331,385,9.2876,.
,,3251,1961,6354,351,7.73967,.
,,3252,4998,6541,1021,11.1451,.
,,3253,5020,6496,1069,6.44972,.
,,3254,5020,6446,1142,13.3741,.
,,3255,5002,6358,1199,13.3741,.
,,3256,4977,6263,1260,11.1451,.
,,3257,4954,6224,1283,5.37477,.
,,3258,4945,6166,1292,6.44972,.
,,3259,4935,6102,1288,3.73248,.
,,3260,4928,6054,1297,7.73967,.
,,3261,4922,5953,1354,6.44972,.
,,3262,4912,5904,1398,5.37477,.
,,3263,4902,5883,1434,3.73248,.
,,3264,4893,5863,1496,5.37477,.
,,3265,4899,5858,1593,5.37477,.
,,3266,4920,6008,1264,4.47898,.
,,3267,4915,5954,1247,3.58318,.
,,3268,4910,5931,1217,4.47898,.
,,3269,4903,5893,1195,5.37477,.
,,3270,4882,5879,1155,4.28799,.
,,3271,4879,5828,1107,5.37477,.
,,3272,4878,5781,1057,4.12782,.
,,3273,4880,5716,1046,4.47898,.
,,3274,4870,5669,1027,5.37477,.
,,3275,4859,5628,1010,3.73248,.
,,3276,4852,5565,1015,5.37477,.
,,3277,4850,5492,1004,5.37477,.
,,3278,4855,5397,999,3.8042,.
,,3279,5027,6775,728,19.6288,.
,,3280,5029,6894,684,7.73967,.
,,3281,5045,7086,603,7.73967,.
,,3282,5055,7216,570,6.44972,.
,,3283,5067,7284,548,7.73967,.
,,3284,5059,7361,569,4.47898,.
,,3285,5091,7301,538,5.37477,.
,,3286,5127,7324,519,6.44972,.
,,3287,5151,7338,506,6.44972,.
,,3288,5189,7345,492,3.73248,.
,,3289,5210,6528,796,9.2876,.
,,3290,5310,6520,768,5.37477,.
,,3291,5418,6536,723,3.73248,.
,,3292,5486,6552,687,5.37477,.
,,3293,5558,6588,638,3.1104,.
,,3294,5582,6602,625,3.1104,.
,,3295,5647,6610,604,3.1104,.
,,3296,5703,6618,579,3.1104,.
,,3297,5763,6614,545,3.1104,Myleinates
,,3298,5897,6619,455,4.47898,.
,,3299,5993,6607,400,4.47898,.
,,3300,6034,6625,369,3.73248,.
,,3301,6092,6637,343,6.44972,.
,,3302,6189,6664,291,3.73248,.
,,3303,6288,6661,261,4.47898,DeMA
,,3304,6369,6668,222,4.47898,.
,,3305,6444,6669,224,2.592,.
,,3306,6561,6633,221,2.16,.
,,3307,6666,6623,217,6.44972,.
,,3308,6720,6636,205,3.1104,.
,,3309,6740,6648,190,4.47898,.
,,3310,6821,6654,173,3.73248,.
,,3311,4972,6360,654,11.1451,.
,,3312,4986,6283,638,6.44972,.
,,3313,5000,6246,626,7.73967,.
,,3314,5036,6199,618,5.37477,.
,,3315,5066,6155,610,6.44972,.
,,3316,5092,6122,622,5.37477,.
,,3317,5118,6069,644,6.44972,.
,,3318,5150,6004,645,5.37477,.
,,3319,5174,5970,638,6.44972,.
,,3320,5200,5930,643,6.44972,.
,,3321,5226,5872,643,6.44972,.
,,3322,5253,5837,641,4.47898,.
,,3323,5305,5789,621,7.73967,.
,,3324,5382,5748,613,3.73248,.
,,3325,5466,5667,619,3.73248,.
,,3326,5503,5625,597,6.44972,.
,,3327,5556,5545,591,5.37477,.
,,3328,5579,5506,569,6.44972,.
,,3329,5616,5470,543,5.37477,.
,,3330,5650,5465,521,3.73248,.
,,3331,5126,6744,851,5.37477,.
,,3332,5163,6849,847,4.47898,.
,,3333,5187,6947,829,7.73967,.
,,3334,5200,7052,821,5.37477,.
,,3335,5241,7195,823,6.44972,.
,,3336,5294,7326,841,3.73248,.
,,3337,5411,7473,843,6.44972,.
,,3338,5485,7532,847,3.73248,.
,,3339,5519,7596,847,4.47898,.
,,3340,5596,7636,847,4.47898,.
,,3341,5623,7653,829,5.37477,.
,,3342,5658,7680,811,5.37477,.
,,3343,5684,7707,785,11.1451,.
,,3344,4949,6312,614,6.44972,.
,,3345,4921,6285,582,9.2876,.
,,3346,4896,6249,546,6.44972,.
,,3347,4889,6233,526,7.73967,.
,,3348,4876,6210,502,6.44972,.
,,3349,4855,6198,476,3.73248,.
,,3350,4827,6191,448,7.73967,.
,,3351,4804,6176,420,5.37477,.
,,3352,4785,6172,386,7.73967,.
,,3353,4783,6178,354,6.44972,.
,,3354,4789,6168,248,6.44972,.
,,3355,11338,5921,874,137.371,soma
,,3356,11374,6011,1004,1.5,Dendrite_01
,,3357,11357,6003,1044,1.5,.
,,3358,11356,5996,1080,1.5,.
,,3359,11354,5991,1100,1.5,.
,,3360,11356,5983,1124,1.5,.
,,3361,11364,5980,1147,1.5,.
,,3362,11361,6003,1242,1.5,.
,,3363,11384,6040,1319,1.5,.
,,3364,11217,5986,957,9.2876,Dendrite_02
,,3365,11126,6007,1013,9.2876,.
,,3366,11044,6039,1056,7.73967,.
,,3367,10944,6057,1108,9.2876,.
,,3368,10841,6099,1150,11.1451,.
,,3369,10825,6100,1179,13.3741,.
,,3370,10830,6157,1194,5.37477,.
,,3371,10851,6264,1215,7.73967,.
,,3372,10850,6329,1229,4.47898,.
,,3373,10859,6366,1223,5.37477,.
,,3374,10861,6417,1222,5.37477,.
,,3375,10874,6508,1224,5.37477,.
,,3376,10881,6544,1224,6.44972,.
,,3377,10891,6578,1224,3.1104,.
,,3378,10887,6601,1219,2.592,.
,,3379,10886,6630,1228,3.73248,.
,,3380,10893,6682,1237,3.1104,.
,,3381,10896,6764,1273,2.592,.
,,3382,10888,6812,1282,1.5,.
,,3383,10906,6588,1218,1.5,.
,,3384,10759,6076,1209,5.37477,.
,,3385,10706,6027,1256,4.47898,.
,,3386,10652,5977,1331,4.47898,.
,,3387,10612,5948,1383,6.44972,.
,,3388,10567,5922,1428,5.37477,.
,,3389,10520,5902,1464,5.37477,.
,,3390,10437,5843,1515,7.73967,.
,,3391,10379,5837,1546,6.44972,.
,,3392,10296,5819,1576,5.37477,.
,,3393,10220,5787,1576,7.73967,.
,,3394,10132,5754,1612,7.73967,.
,,3395,10082,5753,1654,6.44972,.
,,3396,10033,5729,1691,3.73248,.
,,3397,9978,5706,1727,6.44972,.
,,3398,9922,5712,1784,5.37477,.
,,3399,11456,6021,916,9.2876,Dendrite_03
,,3400,11613,6119,961,1.5,.
,,3401,11651,6128,1009,1.5,.
,,3402,11670,6129,1027,1.5,.
,,3403,11727,6133,1027,1.5,.
,,3404,11749,6133,1047,1.5,.
,,3405,11784,6115,1067,1.5,.
,,3406,11814,6130,1067,1.5,.
,,3407,11835,6119,1067,1.5,.
,,3408,11895,6073,1109,1.5,.
,,3409,11468,5872,868,7.73967,Dendrite_04
,,3410,11524,5833,904,6.55558,.
,,3411,11590,5775,933,6.44972,.
,,3412,11611,5755,932,4.47898,.
,,3413,11621,5724,932,5.37477,.
,,3414,11632,5701,939,4.47898,.
,,3415,11643,5692,948,4.47898,.
,,3416,11674,5675,954,3.73248,.
,,3417,11705,5667,954,3.73248,.
,,3418,11737,5659,957,3.73248,.
,,3419,11780,5642,998,4.47898,.
,,3420,11825,5628,1025,3.1104,.
,,3421,11891,5632,1061,5.37477,.
,,3422,11929,5630,1101,3.73248,.
,,3423,11949,5619,1134,3.73248,.
,,3424,11981,5625,1178,3.73248,.
,,3425,12003,5617,1218,2.29324,.
,,3426,12032,5603,1248,3.1104,.
,,3427,12086,5581,1281,3.73248,.
,,3428,12121,5556,1325,3.1104,.
,,3429,12191,5535,1375,3.1104,.
,,3430,12229,5536,1380,3.73248,.
,,3431,12272,5526,1433,2.592,.
,,3432,11631,5663,963,3.1104,.
,,3433,11656,5595,992,3.73248,.
,,3434,11675,5497,1025,3.1104,.
,,3435,11660,5438,1025,3.73248,.
,,3436,11365,5763,847,9.2876,Dendrite_05
,,3437,11352,5657,863,3.73248,.
,,3438,11343,5554,875,5.37477,.
,,3439,11347,5523,886,5.37477,.
,,3440,11334,5474,886,3.73248,.
,,3441,11312,5422,869,3.73248,.
,,3442,11307,5388,869,3.73248,.
,,3443,11297,5342,879,4.47898,.
,,3444,11273,5274,900,3.73248,.
,,3445,11265,5220,908,5.37477,.
,,3446,11240,5160,935,3.73248,.
,,3447,11216,5138,965,3.73248,.
,,3448,11196,5128,977,4.47898,.
,,3449,11175,5112,982,4.47898,.
,,3450,11109,5107,982,3.73248,.
,,3451,11043,5079,1001,2.592,.
,,3452,11054,5078,1017,2.592,.
,,3453,11069,5071,1038,2.592,.
,,3454,11084,5055,1048,3.1104,.
,,3455,11103,5055,1068,3.73248,.
,,3456,11134,5049,1082,3.73248,.
,,3457,11189,5026,1119,3.73248,.
,,3458,11210,5012,1140,3.73248,.
,,3459,11260,5000,1169,3.1104,.
,,3460,11306,5004,1195,5.37477,.
,,3461,11374,5008,1195,6.44972,.
,,3462,11420,5019,1165,7.73967,.
,,3463,11600,5083,1107,6.44972,.
,,3464,11673,5138,1066,6.44972,.
,,3465,11728,5167,1019,7.73967,.
,,3466,11876,5216,955,11.1451,.
,,3467,11984,5261,929,9.2876,.
,,3468,12224,5379,862,6.44972,.
,,3469,12265,5399,841,6.44972,.
,,3470,12355,5443,801,7.73967,.
,,3471,12436,5470,780,5.37477,.
,,3472,12550,5522,718,7.73967,.
,,3473,12679,5537,669,4.47898,.
,,3474,12758,5543,614,6.44972,.
,,3475,12886,5510,530,5.37477,.
,,3476,13054,5521,350,4.47898,.
,,3477,13134,5488,290,5.37477,.
,,3478,13244,5553,193,5.37477,.
,,3479,13273,5536,181,7.73967,.
,,3480,13302,5520,155,6.44972,.
,,3481,13333,5504,118,11.1451,.
,,3482,13383,5493,85,7.73967,.
,,3483,13480,5475,40,9.2876,.
,,3484,13580,5425,1,7.73967,.
,,3485,13222,5625,176,3.73248,.
,,3486,13222,5696,149,3.73248,.
,,3487,11318,5009,1226,7.73967,.
,,3488,11285,4995,1261,5.37477,.
,,3489,11242,4985,1301,5.37477,.
,,3490,11239,4960,1292,5.37477,.
,,3491,11222,4924,1280,3.1104,.
,,3492,11181,4865,1269,3.1104,.
,,3493,11166,4826,1259,3.73248,.
,,3494,11156,4769,1259,3.1104,.
,,3495,11158,4695,1257,3.1104,.
,,3496,11180,4555,1286,2.592,.
,,3497,11199,5014,1340,4.47898,.
